,original_title,Foreign,History,Adventure,Movie,Comedy,Drama,Mystery,Fantasy,Action,Science,Documentary,Animation,Western,Horror,TV,Science Fiction,War,Crime,Family,Romance,Music,vote_average_1.0,vote_average_2.0,vote_average_3.0,vote_average_4.0,vote_average_5.0,vote_average_6.0,vote_average_7.0,vote_average_8.0,vote_average_9.0,vote_average_10.0
1526,Going the Distance,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1527,Mr. Holland's Opus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False
1528,Criminal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1529,Out of Africa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1530,Flight,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1531,Moonraker,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1532,The Grand Budapest Hotel,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1533,Hearts in Atlantis,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1534,Arachnophobia,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1535,Frequency,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1536,Vacation,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1537,Get Shorty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1538,Chicago,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,False,False,False,False,False,False,True,False,False,False
1539,Big Daddy,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1540,American Pie 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1541,Toy Story,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
1542,Speed,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1543,The Vow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1544,Extraordinary Measures,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1545,Remember the Titans,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1546,The Hunt for Red October,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1547,The Butler,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1548,DodgeBall: A True Underdog Story,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1549,The Addams Family,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1550,Ace Ventura: When Nature Calls,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1551,The Princess Diaries,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,False,False,False,False,True,False,False,False
1552,The First Wives Club,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1553,Se7en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False
1554,District 9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1555,The SpongeBob SquarePants Movie,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
1556,Mystic River,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
1557,Million Dollar Baby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1558,Analyze This,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1559,The Notebook,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
1560,27 Dresses,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1561,Hannah Montana: The Movie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,False,False,False,True,False,False,False,False
1562,Rugrats in Paris: The Movie,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
1563,The Prince of Tides,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1564,Legends of the Fall,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,False,False,False,False,False,False,True,False,False
1565,Up in the Air,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1566,About Schmidt,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1567,Warm Bodies,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1568,Looper,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1569,Down to Earth,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
1570,Babe,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
1571,Hope Springs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1572,Forgetting Sarah Marshall,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1573,Four Brothers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1574,Baby Mama,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1575,Hope Floats,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1576,Bride Wars,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1577,Without a Paddle,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1578,13 Going on 30,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1579,Midnight in Paris,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
1580,The Nut Job,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
1581,Blow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
1582,Message in a Bottle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1583,Star Trek V: The Final Frontier,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1584,Like Mike,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
1585,The Naked Gun 33⅓: The Final Insult,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1586,A View to a Kill,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1587,The Curse of the Were-Rabbit,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
1588,P.S. I Love You,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1589,Racing Stripes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1590,Atonement,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
1591,Letters to Juliet,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1592,Black Rain,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1593,The Three Stooges,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1594,Corpse Bride,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,False,False,False,False,False,True,False,False
1595,Glory Road,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1596,Sicario,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
1597,Southpaw,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1598,Drag Me to Hell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1599,The Age of Adaline,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
1600,Secondhand Lions,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
1601,Step Up 3D,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1602,Blue Crush,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1603,Stranger Than Fiction,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False
1604,30 Days of Night,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1605,The Cabin in the Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1606,Meet the Spartans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
1607,Midnight Run,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False
1608,The Running Man,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1609,Little Shop of Horrors,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
1610,Hanna,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1611,Mortal Kombat: Annihilation,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
1612,Larry Crowne,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1613,Carrie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1614,Take the Lead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
1615,Gridiron Gang,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1616,What's the Worst That Could Happen?,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1617,9,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1618,Side Effects,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1619,The Prince & Me,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1620,Winnie the Pooh,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False
1621,Dumb and Dumberer: When Harry Met Lloyd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1622,Bulworth,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1623,Get on Up,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
1624,One True Thing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1625,Virtuosity,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1626,My Super Ex-Girlfriend,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False
1627,Deliver Us from Evil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1628,Sanctum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1629,Little Black Book,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1630,The Five-Year Engagement,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1631,Mr. 3000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1632,The Next Three Days,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,True,False,False,False
1633,Ultraviolet,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1634,Assault on Precinct 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1635,The Replacement Killers,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1636,Fled,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1637,Eight Legged Freaks,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1638,Love & Other Drugs,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1639,88 Minutes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1640,North Country,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1641,The Whole Ten Yards,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1642,Splice,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1643,Howard the Duck,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1644,Pride and Glory,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1645,The Cave,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1646,Alex & Emma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
1647,Wicker Park,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1648,Fright Night,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1649,The New World,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1650,Wing Commander,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False
1651,In Dreams,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1652,Dragonball Evolution,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False
1653,The Last Stand,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1654,Godsend,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1655,Chasing Liberty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1656,Hoodwinked Too! Hood VS. Evil,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False
1657,An Unfinished Life,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1658,The Imaginarium of Doctor Parnassus,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1659,Barney's Version,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1660,Runner Runner,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1661,Antitrust,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1662,Glory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1663,Once Upon a Time in America,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False
1664,Dead Man Down,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1665,The Merchant of Venice,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1666,The Good Thief,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1667,Supercross,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1668,Miss Potter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False,False,False,False,False,False,True,False,False,False
1669,Wu Ji,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
1670,DOA: Dead or Alive,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1671,The Assassination of Jesse James by the Coward Robert Ford,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1672,辛亥革命,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1673,Le petit Nicolas,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1674,Wild Card,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False
1675,Machine Gun Preacher,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1676,Konferenz der Tiere,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
1677,Goodbye Bafana,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1678,United Passions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False
1679,Grace of Monaco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,True,False,False,False,False
1680,Савва. Сердце воина,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1681,Ripley's Game,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1682,Sausage Party,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1683,Pitch Perfect 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
1684,Walk the Line,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,False,False,False,False,False,True,False,False
1685,Keeping the Faith,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1686,The Borrowers,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
1687,Frost/Nixon,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1688,Confessions of a Dangerous Mind,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,False,False,False,False,False,False,True,False,False,False
1689,Serving Sara,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,True,False,False,False,False,False
1690,The Boss,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False
1691,Cry Freedom,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1692,Mumford,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False
1693,Seed of Chucky,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False
1694,The Jacket,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1695,Aladdin,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,False
1696,Straight Outta Compton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,True,False,False
1697,Indiana Jones and the Temple of Doom,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1698,The Rugrats Movie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False
1699,Along Came a Spider,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False
1700,Florence Foster Jenkins,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1701,Once Upon a Time in Mexico,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1702,Die Hard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1703,Role Models,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1704,The Big Short,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False
1705,Taking Woodstock,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False
1706,Miracle,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
1707,Dawn of the Dead,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False
